or,de,Distance
291+Sherbourne+Street+Toronto,MAIN+STREET+STATION,3659141
3306+Kingston+Road+Toronto,MAIN+STREET+STATION,3673130
339+George+Street+Toronto,MAIN+STREET+STATION,3658951
129+Peter+St+Toronto,MAIN+STREET+STATION,3656580
674+Dundas+St.+W+Toronto,MAIN+STREET+STATION,3656240
616+Vaughan+Road+Toronto+Toronto,MAIN+STREET+STATION,3657476
20+Gerrard+Street+East+Toronto,MAIN+STREET+STATION,3658370
2714+Danforth+Avenue+Toronto,MAIN+STREET+STATION,3664897
349+George+Street+Toronto,MAIN+STREET+STATION,3659020
60+Brant+Street+Toronto,MAIN+STREET+STATION,3656196
360+Lesmill+Road+North+York,MAIN+STREET+STATION,3668050
25+Canterbury+Place+North+York,MAIN+STREET+STATION,3662474
"490+Sherbourne+Street,+2nd+floor+Toronto",MAIN+STREET+STATION,3658763
512+Jarvis+St.+Toronto,MAIN+STREET+STATION,3658362
86+Lombard+St.+Toronto,MAIN+STREET+STATION,3658280
1161+Caledonia+Road+Toronto,MAIN+STREET+STATION,3656858
412+Queen+Street+East+Toronto,MAIN+STREET+STATION,3659122
702+Kennedy+Rd+Toronto,MAIN+STREET+STATION,3673132
1322+Bloor+Street+West+Toronto,MAIN+STREET+STATION,3652659
3576+St.+Clair+Avenue+East+Scarborough,MAIN+STREET+STATION,3669794
805A+Wellington+Street+W+Toronto,MAIN+STREET+STATION,3655416
422+Gilbert+Avenue+Toronto,MAIN+STREET+STATION,3655745
1076+Pape+Avenue+Toronto,MAIN+STREET+STATION,3661857
14+Vaughan+Road+Toronto,MAIN+STREET+STATION,3655892
558+Bathurst+Street+Toronto,MAIN+STREET+STATION,3656107
126+Pape+Avenue+Toronto,MAIN+STREET+STATION,3661369
60+Newcastle+Street+Toronto,MAIN+STREET+STATION,3647064
70+Gerrard+St.+E.+Toronto,MAIN+STREET+STATION,3658646
3410+Bayview+Avenue+Toronto,MAIN+STREET+STATION,3664179
525+Bloor+Street+East+Toronto,MAIN+STREET+STATION,3658484
87+Pembroke+St+Toronto,MAIN+STREET+STATION,3658956
101+Ontario+Street+Toronto,MAIN+STREET+STATION,3658790
2808+Dundas+St+W+Toronto,MAIN+STREET+STATION,3651890
723+Queen+Street+West+Toronto,MAIN+STREET+STATION,3655437
107+Jarvis+Street+Toronto,MAIN+STREET+STATION,3658384
Sherbourne+Street+Toronto,MAIN+STREET+STATION,3659083
29+Leslie+Street+Toronto,MAIN+STREET+STATION,3661993
2671+Islington+Avenue+Toronto,MAIN+STREET+STATION,3649529
502+Spadina+Ave.+Toronto,MAIN+STREET+STATION,3656750
191+Spadina+Road+Toronto,MAIN+STREET+STATION,3656640
95+Wellesley+St.+E.+Toronto,MAIN+STREET+STATION,3658347
23+Grange+Road+Toronto,MAIN+STREET+STATION,3657030
875+Queen+St+E+Toronto,MAIN+STREET+STATION,3660732
7+Vanauley+Street+Toronto,MAIN+STREET+STATION,3656146
21+Walmer+Rd.+Toronto,MAIN+STREET+STATION,3656007
80+Woodlawn+Ave.+East+Toronto,MAIN+STREET+STATION,3658550
6+Warrendale+Court+Etobicoke,MAIN+STREET+STATION,3648378
348+Davenport+Rd.+Toronto,MAIN+STREET+STATION,3657107
167+College+Street+Toronto,MAIN+STREET+STATION,3657227
702+Kennedy+Road+Scarborough,MAIN+STREET+STATION,3673132
265+Queens+Drive+Toronto,MAIN+STREET+STATION,3653804
248+Dufferin+Street+Toronto,MAIN+STREET+STATION,3654105
177+Caledonia+Rd+Toronto,MAIN+STREET+STATION,3655904
747+Warden+Ave+Toronto,MAIN+STREET+STATION,3668777
100+Lippincott+Street+Toronto,MCCOWAN+STATION,21812
973+Lansdowne+Avenue+Toronto,MCCOWAN+STATION,23892
43+Christie+Street+Toronto,MCCOWAN+STATION,21915
1229+Ellesmere+Road+Toronto,MCCOWAN+STATION,1684
1651+Sheppard+Ave+West+Toronto,MCCOWAN+STATION,22072
4222+Kingston+Road+Toronto,MCCOWAN+STATION,6152
38+Bathrust+St+Toronto,MCCOWAN+STATION,22585
291+Sherbourne+Street+Toronto,MCCOWAN+STATION,19129
3306+Kingston+Road+Toronto,MCCOWAN+STATION,6321
339+George+Street+Toronto,MCCOWAN+STATION,19397
129+Peter+St+Toronto,MCCOWAN+STATION,21501
674+Dundas+St.+W+Toronto,MCCOWAN+STATION,22074
616+Vaughan+Road+Toronto+Toronto,MCCOWAN+STATION,20805
20+Gerrard+Street+East+Toronto,MCCOWAN+STATION,19824
2714+Danforth+Avenue+Toronto,MCCOWAN+STATION,11570
349+George+Street+Toronto,MCCOWAN+STATION,19328
60+Brant+Street+Toronto,MCCOWAN+STATION,22015
360+Lesmill+Road+North+York,MCCOWAN+STATION,10300
25+Canterbury+Place+North+York,MCCOWAN+STATION,15760
"490+Sherbourne+Street,+2nd+floor+Toronto",MCCOWAN+STATION,18526
512+Jarvis+St.+Toronto,MCCOWAN+STATION,18738
86+Lombard+St.+Toronto,MCCOWAN+STATION,19967
1161+Caledonia+Road+Toronto,MCCOWAN+STATION,20340
412+Queen+Street+East+Toronto,MCCOWAN+STATION,18810
702+Kennedy+Rd+Toronto,MCCOWAN+STATION,6665
1322+Bloor+Street+West+Toronto,MCCOWAN+STATION,23808
3576+St.+Clair+Avenue+East+Scarborough,MCCOWAN+STATION,6928
805A+Wellington+Street+W+Toronto,MCCOWAN+STATION,23205
422+Gilbert+Avenue+Toronto,MCCOWAN+STATION,22375
1076+Pape+Avenue+Toronto,MCCOWAN+STATION,14961
14+Vaughan+Road+Toronto,MCCOWAN+STATION,20358
558+Bathurst+Street+Toronto,MCCOWAN+STATION,21789
126+Pape+Avenue+Toronto,MCCOWAN+STATION,16882
60+Newcastle+Street+Toronto,MCCOWAN+STATION,31669
70+Gerrard+St.+E.+Toronto,MCCOWAN+STATION,19548
3410+Bayview+Avenue+Toronto,MCCOWAN+STATION,15124
525+Bloor+Street+East+Toronto,MCCOWAN+STATION,18060
87+Pembroke+St+Toronto,MCCOWAN+STATION,19358
101+Ontario+Street+Toronto,MCCOWAN+STATION,19266
2808+Dundas+St+W+Toronto,MCCOWAN+STATION,25157
723+Queen+Street+West+Toronto,MCCOWAN+STATION,22495
107+Jarvis+Street+Toronto,MCCOWAN+STATION,19880
Sherbourne+Street+Toronto,MCCOWAN+STATION,19040
29+Leslie+Street+Toronto,MCCOWAN+STATION,16216
2671+Islington+Avenue+Toronto,MCCOWAN+STATION,28782
502+Spadina+Ave.+Toronto,MCCOWAN+STATION,21231
191+Spadina+Road+Toronto,MCCOWAN+STATION,20636
95+Wellesley+St.+E.+Toronto,MCCOWAN+STATION,18988
23+Grange+Road+Toronto,MCCOWAN+STATION,21333
875+Queen+St+E+Toronto,MCCOWAN+STATION,17200
7+Vanauley+Street+Toronto,MCCOWAN+STATION,21863
21+Walmer+Rd.+Toronto,MCCOWAN+STATION,20805
80+Woodlawn+Ave.+East+Toronto,MCCOWAN+STATION,18642
6+Warrendale+Court+Etobicoke,MCCOWAN+STATION,30180
348+Davenport+Rd.+Toronto,MCCOWAN+STATION,20508
167+College+Street+Toronto,MCCOWAN+STATION,20622
702+Kennedy+Road+Scarborough,MCCOWAN+STATION,6665
265+Queens+Drive+Toronto,MCCOWAN+STATION,23568
248+Dufferin+Street+Toronto,MCCOWAN+STATION,24560
177+Caledonia+Rd+Toronto,MCCOWAN+STATION,23182
747+Warden+Ave+Toronto,MCCOWAN+STATION,8763
100+Lippincott+Street+Toronto,MIDLAND+STATION,20750
973+Lansdowne+Avenue+Toronto,MIDLAND+STATION,22201
43+Christie+Street+Toronto,MIDLAND+STATION,20852
1229+Ellesmere+Road+Toronto,MIDLAND+STATION,585
1651+Sheppard+Ave+West+Toronto,MIDLAND+STATION,20381
4222+Kingston+Road+Toronto,MIDLAND+STATION,7924
38+Bathrust+St+Toronto,MIDLAND+STATION,22030
291+Sherbourne+Street+Toronto,MIDLAND+STATION,18271
3306+Kingston+Road+Toronto,MIDLAND+STATION,7497
339+George+Street+Toronto,MIDLAND+STATION,18477
129+Peter+St+Toronto,MIDLAND+STATION,20946
674+Dundas+St.+W+Toronto,MIDLAND+STATION,21172
616+Vaughan+Road+Toronto+Toronto,MIDLAND+STATION,19114
20+Gerrard+Street+East+Toronto,MIDLAND+STATION,18905
2714+Danforth+Avenue+Toronto,MIDLAND+STATION,11015
349+George+Street+Toronto,MIDLAND+STATION,18409
60+Brant+Street+Toronto,MIDLAND+STATION,21461
360+Lesmill+Road+North+York,MIDLAND+STATION,8609
25+Canterbury+Place+North+York,MIDLAND+STATION,14004
"490+Sherbourne+Street,+2nd+floor+Toronto",MIDLAND+STATION,17463
512+Jarvis+St.+Toronto,MIDLAND+STATION,17675
86+Lombard+St.+Toronto,MIDLAND+STATION,19413
1161+Caledonia+Road+Toronto,MIDLAND+STATION,18649
412+Queen+Street+East+Toronto,MIDLAND+STATION,18255
702+Kennedy+Rd+Toronto,MIDLAND+STATION,5534
1322+Bloor+Street+West+Toronto,MIDLAND+STATION,22745
3576+St.+Clair+Avenue+East+Scarborough,MIDLAND+STATION,6374
805A+Wellington+Street+W+Toronto,MIDLAND+STATION,22650
422+Gilbert+Avenue+Toronto,MIDLAND+STATION,20684
1076+Pape+Avenue+Toronto,MIDLAND+STATION,13565
14+Vaughan+Road+Toronto,MIDLAND+STATION,18667
558+Bathurst+Street+Toronto,MIDLAND+STATION,20726
126+Pape+Avenue+Toronto,MIDLAND+STATION,16328
60+Newcastle+Street+Toronto,MIDLAND+STATION,30606
70+Gerrard+St.+E.+Toronto,MIDLAND+STATION,18628
3410+Bayview+Avenue+Toronto,MIDLAND+STATION,13369
525+Bloor+Street+East+Toronto,MIDLAND+STATION,16997
87+Pembroke+St+Toronto,MIDLAND+STATION,18490
101+Ontario+Street+Toronto,MIDLAND+STATION,18712
2808+Dundas+St+W+Toronto,MIDLAND+STATION,23466
723+Queen+Street+West+Toronto,MIDLAND+STATION,21940
107+Jarvis+Street+Toronto,MIDLAND+STATION,19326
Sherbourne+Street+Toronto,MIDLAND+STATION,18233
29+Leslie+Street+Toronto,MIDLAND+STATION,15662
2671+Islington+Avenue+Toronto,MIDLAND+STATION,27091
502+Spadina+Ave.+Toronto,MIDLAND+STATION,20168
191+Spadina+Road+Toronto,MIDLAND+STATION,18945
95+Wellesley+St.+E.+Toronto,MIDLAND+STATION,17926
23+Grange+Road+Toronto,MIDLAND+STATION,20420
875+Queen+St+E+Toronto,MIDLAND+STATION,16645
7+Vanauley+Street+Toronto,MIDLAND+STATION,21309
21+Walmer+Rd.+Toronto,MIDLAND+STATION,19742
80+Woodlawn+Ave.+East+Toronto,MIDLAND+STATION,16951
6+Warrendale+Court+Etobicoke,MIDLAND+STATION,28489
348+Davenport+Rd.+Toronto,MIDLAND+STATION,18520
167+College+Street+Toronto,MIDLAND+STATION,19559
702+Kennedy+Road+Scarborough,MIDLAND+STATION,5534
265+Queens+Drive+Toronto,MIDLAND+STATION,21877
248+Dufferin+Street+Toronto,MIDLAND+STATION,24005
177+Caledonia+Rd+Toronto,MIDLAND+STATION,21491
747+Warden+Ave+Toronto,MIDLAND+STATION,7632
100+Lippincott+Street+Toronto,MUSEUM+STATION,2514478
973+Lansdowne+Avenue+Toronto,MUSEUM+STATION,2511577
43+Christie+Street+Toronto,MUSEUM+STATION,2513076
1229+Ellesmere+Road+Toronto,MUSEUM+STATION,2532368
1651+Sheppard+Ave+West+Toronto,MUSEUM+STATION,2531489
4222+Kingston+Road+Toronto,MUSEUM+STATION,2534997
38+Bathrust+St+Toronto,MUSEUM+STATION,2514438
291+Sherbourne+Street+Toronto,MUSEUM+STATION,2517347
3306+Kingston+Road+Toronto,MUSEUM+STATION,2531337
339+George+Street+Toronto,MUSEUM+STATION,2517157
129+Peter+St+Toronto,MUSEUM+STATION,2514786
674+Dundas+St.+W+Toronto,MUSEUM+STATION,2514447
616+Vaughan+Road+Toronto+Toronto,MUSEUM+STATION,2514113
20+Gerrard+Street+East+Toronto,MUSEUM+STATION,2516576
2714+Danforth+Avenue+Toronto,MUSEUM+STATION,2523103
349+George+Street+Toronto,MUSEUM+STATION,2517226
60+Brant+Street+Toronto,MUSEUM+STATION,2514403
360+Lesmill+Road+North+York,MUSEUM+STATION,2527305
25+Canterbury+Place+North+York,MUSEUM+STATION,2537498
"490+Sherbourne+Street,+2nd+floor+Toronto",MUSEUM+STATION,2516969
512+Jarvis+St.+Toronto,MUSEUM+STATION,2516568
86+Lombard+St.+Toronto,MUSEUM+STATION,2516486
1161+Caledonia+Road+Toronto,MUSEUM+STATION,2515189
412+Queen+Street+East+Toronto,MUSEUM+STATION,2517328
702+Kennedy+Rd+Toronto,MUSEUM+STATION,2529059
1322+Bloor+Street+West+Toronto,MUSEUM+STATION,2510865
3576+St.+Clair+Avenue+East+Scarborough,MUSEUM+STATION,2528000
805A+Wellington+Street+W+Toronto,MUSEUM+STATION,2513622
422+Gilbert+Avenue+Toronto,MUSEUM+STATION,2512464
1076+Pape+Avenue+Toronto,MUSEUM+STATION,2520063
14+Vaughan+Road+Toronto,MUSEUM+STATION,2514098
558+Bathurst+Street+Toronto,MUSEUM+STATION,2514313
126+Pape+Avenue+Toronto,MUSEUM+STATION,2519575
60+Newcastle+Street+Toronto,MUSEUM+STATION,2505270
70+Gerrard+St.+E.+Toronto,MUSEUM+STATION,2516853
3410+Bayview+Avenue+Toronto,MUSEUM+STATION,2539204
525+Bloor+Street+East+Toronto,MUSEUM+STATION,2516690
87+Pembroke+St+Toronto,MUSEUM+STATION,2517162
101+Ontario+Street+Toronto,MUSEUM+STATION,2516997
2808+Dundas+St+W+Toronto,MUSEUM+STATION,2510096
723+Queen+Street+West+Toronto,MUSEUM+STATION,2513643
107+Jarvis+Street+Toronto,MUSEUM+STATION,2516590
Sherbourne+Street+Toronto,MUSEUM+STATION,2517289
29+Leslie+Street+Toronto,MUSEUM+STATION,2520199
2671+Islington+Avenue+Toronto,MUSEUM+STATION,2524553
502+Spadina+Ave.+Toronto,MUSEUM+STATION,2514956
191+Spadina+Road+Toronto,MUSEUM+STATION,2514846
95+Wellesley+St.+E.+Toronto,MUSEUM+STATION,2516554
23+Grange+Road+Toronto,MUSEUM+STATION,2515236
875+Queen+St+E+Toronto,MUSEUM+STATION,2518938
7+Vanauley+Street+Toronto,MUSEUM+STATION,2514353
21+Walmer+Rd.+Toronto,MUSEUM+STATION,2514213
80+Woodlawn+Ave.+East+Toronto,MUSEUM+STATION,2516756
6+Warrendale+Court+Etobicoke,MUSEUM+STATION,2523402
348+Davenport+Rd.+Toronto,MUSEUM+STATION,2515313
167+College+Street+Toronto,MUSEUM+STATION,2515433
702+Kennedy+Road+Scarborough,MUSEUM+STATION,2529059
265+Queens+Drive+Toronto,MUSEUM+STATION,2512367
248+Dufferin+Street+Toronto,MUSEUM+STATION,2512311
177+Caledonia+Rd+Toronto,MUSEUM+STATION,2511603
747+Warden+Ave+Toronto,MUSEUM+STATION,2526983
100+Lippincott+Street+Toronto,NORTH+YORK+CTR+STATION,14142
973+Lansdowne+Avenue+Toronto,NORTH+YORK+CTR+STATION,15088
43+Christie+Street+Toronto,NORTH+YORK+CTR+STATION,13873
1229+Ellesmere+Road+Toronto,NORTH+YORK+CTR+STATION,13934
1651+Sheppard+Ave+West+Toronto,NORTH+YORK+CTR+STATION,8917
4222+Kingston+Road+Toronto,NORTH+YORK+CTR+STATION,21357
38+Bathrust+St+Toronto,NORTH+YORK+CTR+STATION,16209
291+Sherbourne+Street+Toronto,NORTH+YORK+CTR+STATION,13333
3306+Kingston+Road+Toronto,NORTH+YORK+CTR+STATION,20460
339+George+Street+Toronto,NORTH+YORK+CTR+STATION,13430
129+Peter+St+Toronto,NORTH+YORK+CTR+STATION,14648
674+Dundas+St.+W+Toronto,NORTH+YORK+CTR+STATION,14690
616+Vaughan+Road+Toronto+Toronto,NORTH+YORK+CTR+STATION,11372
20+Gerrard+Street+East+Toronto,NORTH+YORK+CTR+STATION,12847
2714+Danforth+Avenue+Toronto,NORTH+YORK+CTR+STATION,16457
349+George+Street+Toronto,NORTH+YORK+CTR+STATION,13361
60+Brant+Street+Toronto,NORTH+YORK+CTR+STATION,15087
360+Lesmill+Road+North+York,NORTH+YORK+CTR+STATION,5482
25+Canterbury+Place+North+York,NORTH+YORK+CTR+STATION,580
"490+Sherbourne+Street,+2nd+floor+Toronto",NORTH+YORK+CTR+STATION,12494
512+Jarvis+St.+Toronto,NORTH+YORK+CTR+STATION,12357
86+Lombard+St.+Toronto,NORTH+YORK+CTR+STATION,14036
1161+Caledonia+Road+Toronto,NORTH+YORK+CTR+STATION,9676
412+Queen+Street+East+Toronto,NORTH+YORK+CTR+STATION,14464
702+Kennedy+Rd+Toronto,NORTH+YORK+CTR+STATION,16834
1322+Bloor+Street+West+Toronto,NORTH+YORK+CTR+STATION,16019
3576+St.+Clair+Avenue+East+Scarborough,NORTH+YORK+CTR+STATION,18401
805A+Wellington+Street+W+Toronto,NORTH+YORK+CTR+STATION,16745
422+Gilbert+Avenue+Toronto,NORTH+YORK+CTR+STATION,12713
1076+Pape+Avenue+Toronto,NORTH+YORK+CTR+STATION,12489
14+Vaughan+Road+Toronto,NORTH+YORK+CTR+STATION,11563
558+Bathurst+Street+Toronto,NORTH+YORK+CTR+STATION,14213
126+Pape+Avenue+Toronto,NORTH+YORK+CTR+STATION,15916
60+Newcastle+Street+Toronto,NORTH+YORK+CTR+STATION,23880
70+Gerrard+St.+E.+Toronto,NORTH+YORK+CTR+STATION,13007
3410+Bayview+Avenue+Toronto,NORTH+YORK+CTR+STATION,4588
525+Bloor+Street+East+Toronto,NORTH+YORK+CTR+STATION,12215
87+Pembroke+St+Toronto,NORTH+YORK+CTR+STATION,13574
101+Ontario+Street+Toronto,NORTH+YORK+CTR+STATION,14277
2808+Dundas+St+W+Toronto,NORTH+YORK+CTR+STATION,16065
723+Queen+Street+West+Toronto,NORTH+YORK+CTR+STATION,15730
107+Jarvis+Street+Toronto,NORTH+YORK+CTR+STATION,14119
Sherbourne+Street+Toronto,NORTH+YORK+CTR+STATION,13245
29+Leslie+Street+Toronto,NORTH+YORK+CTR+STATION,16588
2671+Islington+Avenue+Toronto,NORTH+YORK+CTR+STATION,14490
502+Spadina+Ave.+Toronto,NORTH+YORK+CTR+STATION,13745
191+Spadina+Road+Toronto,NORTH+YORK+CTR+STATION,11951
95+Wellesley+St.+E.+Toronto,NORTH+YORK+CTR+STATION,12445
23+Grange+Road+Toronto,NORTH+YORK+CTR+STATION,14126
875+Queen+St+E+Toronto,NORTH+YORK+CTR+STATION,15963
7+Vanauley+Street+Toronto,NORTH+YORK+CTR+STATION,14832
21+Walmer+Rd.+Toronto,NORTH+YORK+CTR+STATION,12715
80+Woodlawn+Ave.+East+Toronto,NORTH+YORK+CTR+STATION,10138
6+Warrendale+Court+Etobicoke,NORTH+YORK+CTR+STATION,15784
348+Davenport+Rd.+Toronto,NORTH+YORK+CTR+STATION,11525
167+College+Street+Toronto,NORTH+YORK+CTR+STATION,13314
702+Kennedy+Road+Scarborough,NORTH+YORK+CTR+STATION,16834
265+Queens+Drive+Toronto,NORTH+YORK+CTR+STATION,12734
248+Dufferin+Street+Toronto,NORTH+YORK+CTR+STATION,17843
177+Caledonia+Rd+Toronto,NORTH+YORK+CTR+STATION,13595
747+Warden+Ave+Toronto,NORTH+YORK+CTR+STATION,15707
100+Lippincott+Street+Toronto,OLD+MILL+STATION,8024
973+Lansdowne+Avenue+Toronto,OLD+MILL+STATION,5473
43+Christie+Street+Toronto,OLD+MILL+STATION,6736
1229+Ellesmere+Road+Toronto,OLD+MILL+STATION,27276
1651+Sheppard+Ave+West+Toronto,OLD+MILL+STATION,12793
4222+Kingston+Road+Toronto,OLD+MILL+STATION,28657
38+Bathrust+St+Toronto,OLD+MILL+STATION,8733
291+Sherbourne+Street+Toronto,OLD+MILL+STATION,10923
3306+Kingston+Road+Toronto,OLD+MILL+STATION,24996
339+George+Street+Toronto,OLD+MILL+STATION,10854
129+Peter+St+Toronto,OLD+MILL+STATION,9174
674+Dundas+St.+W+Toronto,OLD+MILL+STATION,8074
616+Vaughan+Road+Toronto+Toronto,OLD+MILL+STATION,8775
20+Gerrard+Street+East+Toronto,OLD+MILL+STATION,10122
2714+Danforth+Avenue+Toronto,OLD+MILL+STATION,16762
349+George+Street+Toronto,OLD+MILL+STATION,10753
60+Brant+Street+Toronto,OLD+MILL+STATION,8791
360+Lesmill+Road+North+York,OLD+MILL+STATION,21967
25+Canterbury+Place+North+York,OLD+MILL+STATION,19878
"490+Sherbourne+Street,+2nd+floor+Toronto",OLD+MILL+STATION,10629
512+Jarvis+St.+Toronto,OLD+MILL+STATION,10228
86+Lombard+St.+Toronto,OLD+MILL+STATION,10874
1161+Caledonia+Road+Toronto,OLD+MILL+STATION,9921
412+Queen+Street+East+Toronto,OLD+MILL+STATION,11716
702+Kennedy+Rd+Toronto,OLD+MILL+STATION,22719
1322+Bloor+Street+West+Toronto,OLD+MILL+STATION,4525
3576+St.+Clair+Avenue+East+Scarborough,OLD+MILL+STATION,21660
805A+Wellington+Street+W+Toronto,OLD+MILL+STATION,8153
422+Gilbert+Avenue+Toronto,OLD+MILL+STATION,7127
1076+Pape+Avenue+Toronto,OLD+MILL+STATION,13723
14+Vaughan+Road+Toronto,OLD+MILL+STATION,8762
558+Bathurst+Street+Toronto,OLD+MILL+STATION,7973
126+Pape+Avenue+Toronto,OLD+MILL+STATION,13859
60+Newcastle+Street+Toronto,OLD+MILL+STATION,4638
70+Gerrard+St.+E.+Toronto,OLD+MILL+STATION,10399
3410+Bayview+Avenue+Toronto,OLD+MILL+STATION,24375
525+Bloor+Street+East+Toronto,OLD+MILL+STATION,10350
87+Pembroke+St+Toronto,OLD+MILL+STATION,10846
101+Ontario+Street+Toronto,OLD+MILL+STATION,11385
2808+Dundas+St+W+Toronto,OLD+MILL+STATION,3927
723+Queen+Street+West+Toronto,OLD+MILL+STATION,8031
107+Jarvis+Street+Toronto,OLD+MILL+STATION,10978
Sherbourne+Street+Toronto,OLD+MILL+STATION,10835
29+Leslie+Street+Toronto,OLD+MILL+STATION,14587
2671+Islington+Avenue+Toronto,OLD+MILL+STATION,12598
502+Spadina+Ave.+Toronto,OLD+MILL+STATION,8502
191+Spadina+Road+Toronto,OLD+MILL+STATION,8506
95+Wellesley+St.+E.+Toronto,OLD+MILL+STATION,10213
23+Grange+Road+Toronto,OLD+MILL+STATION,9212
875+Queen+St+E+Toronto,OLD+MILL+STATION,13326
7+Vanauley+Street+Toronto,OLD+MILL+STATION,8741
21+Walmer+Rd.+Toronto,OLD+MILL+STATION,7873
80+Woodlawn+Ave.+East+Toronto,OLD+MILL+STATION,10862
6+Warrendale+Court+Etobicoke,OLD+MILL+STATION,13447
348+Davenport+Rd.+Toronto,OLD+MILL+STATION,9112
167+College+Street+Toronto,OLD+MILL+STATION,8979
702+Kennedy+Road+Scarborough,OLD+MILL+STATION,22719
265+Queens+Drive+Toronto,OLD+MILL+STATION,7185
248+Dufferin+Street+Toronto,OLD+MILL+STATION,6845
177+Caledonia+Rd+Toronto,OLD+MILL+STATION,6265
747+Warden+Ave+Toronto,OLD+MILL+STATION,20643
100+Lippincott+Street+Toronto,OSGOODE+STATION,2465
973+Lansdowne+Avenue+Toronto,OSGOODE+STATION,6403
43+Christie+Street+Toronto,OSGOODE+STATION,4091
1229+Ellesmere+Road+Toronto,OSGOODE+STATION,20182
1651+Sheppard+Ave+West+Toronto,OSGOODE+STATION,16481
4222+Kingston+Road+Toronto,OSGOODE+STATION,20706
38+Bathrust+St+Toronto,OSGOODE+STATION,2098
291+Sherbourne+Street+Toronto,OSGOODE+STATION,2048
3306+Kingston+Road+Toronto,OSGOODE+STATION,17053
339+George+Street+Toronto,OSGOODE+STATION,1858
129+Peter+St+Toronto,OSGOODE+STATION,625
674+Dundas+St.+W+Toronto,OSGOODE+STATION,1707
616+Vaughan+Road+Toronto+Toronto,OSGOODE+STATION,7333
20+Gerrard+Street+East+Toronto,OSGOODE+STATION,1371
2714+Danforth+Avenue+Toronto,OSGOODE+STATION,9456
349+George+Street+Toronto,OSGOODE+STATION,1926
60+Brant+Street+Toronto,OSGOODE+STATION,1135
360+Lesmill+Road+North+York,OSGOODE+STATION,15762
25+Canterbury+Place+North+York,OSGOODE+STATION,14368
"490+Sherbourne+Street,+2nd+floor+Toronto",OSGOODE+STATION,2787
512+Jarvis+St.+Toronto,OSGOODE+STATION,2628
86+Lombard+St.+Toronto,OSGOODE+STATION,1155
1161+Caledonia+Road+Toronto,OSGOODE+STATION,11654
412+Queen+Street+East+Toronto,OSGOODE+STATION,2029
702+Kennedy+Rd+Toronto,OSGOODE+STATION,15427
1322+Bloor+Street+West+Toronto,OSGOODE+STATION,5531
3576+St.+Clair+Avenue+East+Scarborough,OSGOODE+STATION,14159
805A+Wellington+Street+W+Toronto,OSGOODE+STATION,2636
422+Gilbert+Avenue+Toronto,OSGOODE+STATION,9594
1076+Pape+Avenue+Toronto,OSGOODE+STATION,6729
14+Vaughan+Road+Toronto,OSGOODE+STATION,5084
558+Bathurst+Street+Toronto,OSGOODE+STATION,2643
126+Pape+Avenue+Toronto,OSGOODE+STATION,4275
60+Newcastle+Street+Toronto,OSGOODE+STATION,11037
70+Gerrard+St.+E.+Toronto,OSGOODE+STATION,1648
3410+Bayview+Avenue+Toronto,OSGOODE+STATION,18245
525+Bloor+Street+East+Toronto,OSGOODE+STATION,3481
87+Pembroke+St+Toronto,OSGOODE+STATION,1863
101+Ontario+Street+Toronto,OSGOODE+STATION,1697
2808+Dundas+St+W+Toronto,OSGOODE+STATION,7291
723+Queen+Street+West+Toronto,OSGOODE+STATION,1619
107+Jarvis+Street+Toronto,OSGOODE+STATION,1238
Sherbourne+Street+Toronto,OSGOODE+STATION,2136
29+Leslie+Street+Toronto,OSGOODE+STATION,4899
2671+Islington+Avenue+Toronto,OSGOODE+STATION,19978
502+Spadina+Ave.+Toronto,OSGOODE+STATION,1887
191+Spadina+Road+Toronto,OSGOODE+STATION,3435
95+Wellesley+St.+E.+Toronto,OSGOODE+STATION,2380
23+Grange+Road+Toronto,OSGOODE+STATION,556
875+Queen+St+E+Toronto,OSGOODE+STATION,3639
7+Vanauley+Street+Toronto,OSGOODE+STATION,987
21+Walmer+Rd.+Toronto,OSGOODE+STATION,2980
80+Woodlawn+Ave.+East+Toronto,OSGOODE+STATION,4364
6+Warrendale+Court+Etobicoke,OSGOODE+STATION,21376
348+Davenport+Rd.+Toronto,OSGOODE+STATION,3181
167+College+Street+Toronto,OSGOODE+STATION,1278
702+Kennedy+Road+Scarborough,OSGOODE+STATION,15427
265+Queens+Drive+Toronto,OSGOODE+STATION,13601
248+Dufferin+Street+Toronto,OSGOODE+STATION,3975
177+Caledonia+Rd+Toronto,OSGOODE+STATION,8464
747+Warden+Ave+Toronto,OSGOODE+STATION,13649
100+Lippincott+Street+Toronto,OSSINGTON+STATION,2241
973+Lansdowne+Avenue+Toronto,OSSINGTON+STATION,2295
43+Christie+Street+Toronto,OSSINGTON+STATION,795
1229+Ellesmere+Road+Toronto,OSSINGTON+STATION,21336
1651+Sheppard+Ave+West+Toronto,OSSINGTON+STATION,12820
4222+Kingston+Road+Toronto,OSSINGTON+STATION,22717
38+Bathrust+St+Toronto,OSSINGTON+STATION,3558
291+Sherbourne+Street+Toronto,OSSINGTON+STATION,5296
3306+Kingston+Road+Toronto,OSSINGTON+STATION,19056
339+George+Street+Toronto,OSSINGTON+STATION,5194
129+Peter+St+Toronto,OSSINGTON+STATION,3998
674+Dundas+St.+W+Toronto,OSSINGTON+STATION,2875
616+Vaughan+Road+Toronto+Toronto,OSSINGTON+STATION,3672
