or,de,Time
3306+Kingston+Road+Toronto,LAWRENCE+WEST+STATION,15866
339+George+Street+Toronto,LAWRENCE+WEST+STATION,7854
129+Peter+St+Toronto,LAWRENCE+WEST+STATION,7570
674+Dundas+St.+W+Toronto,LAWRENCE+WEST+STATION,6602
616+Vaughan+Road+Toronto+Toronto,LAWRENCE+WEST+STATION,2429
20+Gerrard+Street+East+Toronto,LAWRENCE+WEST+STATION,7387
2714+Danforth+Avenue+Toronto,LAWRENCE+WEST+STATION,11411
349+George+Street+Toronto,LAWRENCE+WEST+STATION,7801
60+Brant+Street+Toronto,LAWRENCE+WEST+STATION,7272
360+Lesmill+Road+North+York,LAWRENCE+WEST+STATION,8093
25+Canterbury+Place+North+York,LAWRENCE+WEST+STATION,6584
"490+Sherbourne+Street,+2nd+floor+Toronto",LAWRENCE+WEST+STATION,7273
512+Jarvis+St.+Toronto,LAWRENCE+WEST+STATION,6974
86+Lombard+St.+Toronto,LAWRENCE+WEST+STATION,8339
1161+Caledonia+Road+Toronto,LAWRENCE+WEST+STATION,1752
412+Queen+Street+East+Toronto,LAWRENCE+WEST+STATION,8857
702+Kennedy+Rd+Toronto,LAWRENCE+WEST+STATION,12807
1322+Bloor+Street+West+Toronto,LAWRENCE+WEST+STATION,6018
3576+St.+Clair+Avenue+East+Scarborough,LAWRENCE+WEST+STATION,13325
805A+Wellington+Street+W+Toronto,LAWRENCE+WEST+STATION,7289
422+Gilbert+Avenue+Toronto,LAWRENCE+WEST+STATION,3450
1076+Pape+Avenue+Toronto,LAWRENCE+WEST+STATION,8028
14+Vaughan+Road+Toronto,LAWRENCE+WEST+STATION,3750
558+Bathurst+Street+Toronto,LAWRENCE+WEST+STATION,5878
126+Pape+Avenue+Toronto,LAWRENCE+WEST+STATION,10157
60+Newcastle+Street+Toronto,LAWRENCE+WEST+STATION,11798
70+Gerrard+St.+E.+Toronto,LAWRENCE+WEST+STATION,7514
3410+Bayview+Avenue+Toronto,LAWRENCE+WEST+STATION,9763
525+Bloor+Street+East+Toronto,LAWRENCE+WEST+STATION,7067
87+Pembroke+St+Toronto,LAWRENCE+WEST+STATION,7958
101+Ontario+Street+Toronto,LAWRENCE+WEST+STATION,8651
2808+Dundas+St+W+Toronto,LAWRENCE+WEST+STATION,6019
723+Queen+Street+West+Toronto,LAWRENCE+WEST+STATION,7054
107+Jarvis+Street+Toronto,LAWRENCE+WEST+STATION,8411
Sherbourne+Street+Toronto,LAWRENCE+WEST+STATION,7822
29+Leslie+Street+Toronto,LAWRENCE+WEST+STATION,10829
2671+Islington+Avenue+Toronto,LAWRENCE+WEST+STATION,9554
502+Spadina+Ave.+Toronto,LAWRENCE+WEST+STATION,6460
191+Spadina+Road+Toronto,LAWRENCE+WEST+STATION,5088
95+Wellesley+St.+E.+Toronto,LAWRENCE+WEST+STATION,7055
23+Grange+Road+Toronto,LAWRENCE+WEST+STATION,7366
875+Queen+St+E+Toronto,LAWRENCE+WEST+STATION,9963
7+Vanauley+Street+Toronto,LAWRENCE+WEST+STATION,7146
21+Walmer+Rd.+Toronto,LAWRENCE+WEST+STATION,5492
80+Woodlawn+Ave.+East+Toronto,LAWRENCE+WEST+STATION,5250
6+Warrendale+Court+Etobicoke,LAWRENCE+WEST+STATION,10600
348+Davenport+Rd.+Toronto,LAWRENCE+WEST+STATION,5207
167+College+Street+Toronto,LAWRENCE+WEST+STATION,6828
702+Kennedy+Road+Scarborough,LAWRENCE+WEST+STATION,12807
265+Queens+Drive+Toronto,LAWRENCE+WEST+STATION,4160
248+Dufferin+Street+Toronto,LAWRENCE+WEST+STATION,7479
177+Caledonia+Rd+Toronto,LAWRENCE+WEST+STATION,4127
747+Warden+Ave+Toronto,LAWRENCE+WEST+STATION,12038
100+Lippincott+Street+Toronto,LESLIE+STATION,12584
973+Lansdowne+Avenue+Toronto,LESLIE+STATION,13365
43+Christie+Street+Toronto,LESLIE+STATION,12288
1229+Ellesmere+Road+Toronto,LESLIE+STATION,6933
1651+Sheppard+Ave+West+Toronto,LESLIE+STATION,9067
4222+Kingston+Road+Toronto,LESLIE+STATION,12532
38+Bathrust+St+Toronto,LESLIE+STATION,14116
291+Sherbourne+Street+Toronto,LESLIE+STATION,10890
3306+Kingston+Road+Toronto,LESLIE+STATION,11730
339+George+Street+Toronto,LESLIE+STATION,11009
129+Peter+St+Toronto,LESLIE+STATION,13008
674+Dundas+St.+W+Toronto,LESLIE+STATION,13090
616+Vaughan+Road+Toronto+Toronto,LESLIE+STATION,10702
20+Gerrard+Street+East+Toronto,LESLIE+STATION,11469
2714+Danforth+Avenue+Toronto,LESLIE+STATION,9703
349+George+Street+Toronto,LESLIE+STATION,10957
60+Brant+Street+Toronto,LESLIE+STATION,13417
360+Lesmill+Road+North+York,LESLIE+STATION,793
25+Canterbury+Place+North+York,LESLIE+STATION,3682
"490+Sherbourne+Street,+2nd+floor+Toronto",LESLIE+STATION,10216
512+Jarvis+St.+Toronto,LESLIE+STATION,10433
86+Lombard+St.+Toronto,LESLIE+STATION,11946
1161+Caledonia+Road+Toronto,LESLIE+STATION,9344
412+Queen+Street+East+Toronto,LESLIE+STATION,11635
702+Kennedy+Rd+Toronto,LESLIE+STATION,9124
1322+Bloor+Street+West+Toronto,LESLIE+STATION,13922
3576+St.+Clair+Avenue+East+Scarborough,LESLIE+STATION,10282
805A+Wellington+Street+W+Toronto,LESLIE+STATION,14505
422+Gilbert+Avenue+Toronto,LESLIE+STATION,11730
1076+Pape+Avenue+Toronto,LESLIE+STATION,7937
14+Vaughan+Road+Toronto,LESLIE+STATION,10627
558+Bathurst+Street+Toronto,LESLIE+STATION,12553
126+Pape+Avenue+Toronto,LESLIE+STATION,10657
60+Newcastle+Street+Toronto,LESLIE+STATION,19804
70+Gerrard+St.+E.+Toronto,LESLIE+STATION,11262
3410+Bayview+Avenue+Toronto,LESLIE+STATION,3579
525+Bloor+Street+East+Toronto,LESLIE+STATION,9846
87+Pembroke+St+Toronto,LESLIE+STATION,11027
101+Ontario+Street+Toronto,LESLIE+STATION,11520
2808+Dundas+St+W+Toronto,LESLIE+STATION,14296
723+Queen+Street+West+Toronto,LESLIE+STATION,13708
107+Jarvis+Street+Toronto,LESLIE+STATION,11872
Sherbourne+Street+Toronto,LESLIE+STATION,10812
29+Leslie+Street+Toronto,LESLIE+STATION,11097
2671+Islington+Avenue+Toronto,LESLIE+STATION,13944
502+Spadina+Ave.+Toronto,LESLIE+STATION,12290
191+Spadina+Road+Toronto,LESLIE+STATION,10915
95+Wellesley+St.+E.+Toronto,LESLIE+STATION,10637
23+Grange+Road+Toronto,LESLIE+STATION,12524
875+Queen+St+E+Toronto,LESLIE+STATION,10857
7+Vanauley+Street+Toronto,LESLIE+STATION,13237
21+Walmer+Rd.+Toronto,LESLIE+STATION,11492
80+Woodlawn+Ave.+East+Toronto,LESLIE+STATION,9361
6+Warrendale+Court+Etobicoke,LESLIE+STATION,15034
348+Davenport+Rd.+Toronto,LESLIE+STATION,10591
167+College+Street+Toronto,LESLIE+STATION,11899
702+Kennedy+Road+Scarborough,LESLIE+STATION,9124
265+Queens+Drive+Toronto,LESLIE+STATION,11755
248+Dufferin+Street+Toronto,LESLIE+STATION,15339
177+Caledonia+Rd+Toronto,LESLIE+STATION,12407
747+Warden+Ave+Toronto,LESLIE+STATION,8744
100+Lippincott+Street+Toronto,MAIN+STREET+STATION,2679450
973+Lansdowne+Avenue+Toronto,MAIN+STREET+STATION,2677413
43+Christie+Street+Toronto,MAIN+STREET+STATION,2678559
1229+Ellesmere+Road+Toronto,MAIN+STREET+STATION,2692813
1651+Sheppard+Ave+West+Toronto,MAIN+STREET+STATION,2678872
4222+Kingston+Road+Toronto,MAIN+STREET+STATION,2694904
38+Bathrust+St+Toronto,MAIN+STREET+STATION,2679161
291+Sherbourne+Street+Toronto,MAIN+STREET+STATION,2681674
3306+Kingston+Road+Toronto,MAIN+STREET+STATION,2692056
339+George+Street+Toronto,MAIN+STREET+STATION,2681532
129+Peter+St+Toronto,MAIN+STREET+STATION,2679727
674+Dundas+St.+W+Toronto,MAIN+STREET+STATION,2679437
616+Vaughan+Road+Toronto+Toronto,MAIN+STREET+STATION,2679368
20+Gerrard+Street+East+Toronto,MAIN+STREET+STATION,2681087
2714+Danforth+Avenue+Toronto,MAIN+STREET+STATION,2686013
349+George+Street+Toronto,MAIN+STREET+STATION,2681579
60+Brant+Street+Toronto,MAIN+STREET+STATION,2679429
360+Lesmill+Road+North+York,MAIN+STREET+STATION,2687581
25+Canterbury+Place+North+York,MAIN+STREET+STATION,2683349
"490+Sherbourne+Street,+2nd+floor+Toronto",MAIN+STREET+STATION,2681497
512+Jarvis+St.+Toronto,MAIN+STREET+STATION,2681191
86+Lombard+St.+Toronto,MAIN+STREET+STATION,2681034
1161+Caledonia+Road+Toronto,MAIN+STREET+STATION,2678828
412+Queen+Street+East+Toronto,MAIN+STREET+STATION,2681684
702+Kennedy+Rd+Toronto,MAIN+STREET+STATION,2691204
1322+Bloor+Street+West+Toronto,MAIN+STREET+STATION,2676885
3576+St.+Clair+Avenue+East+Scarborough,MAIN+STREET+STATION,2689659
805A+Wellington+Street+W+Toronto,MAIN+STREET+STATION,2678555
422+Gilbert+Avenue+Toronto,MAIN+STREET+STATION,2678146
1076+Pape+Avenue+Toronto,MAIN+STREET+STATION,2683756
14+Vaughan+Road+Toronto,MAIN+STREET+STATION,2679200
558+Bathurst+Street+Toronto,MAIN+STREET+STATION,2679479
126+Pape+Avenue+Toronto,MAIN+STREET+STATION,2683375
60+Newcastle+Street+Toronto,MAIN+STREET+STATION,2672596
70+Gerrard+St.+E.+Toronto,MAIN+STREET+STATION,2681299
3410+Bayview+Avenue+Toronto,MAIN+STREET+STATION,2684524
525+Bloor+Street+East+Toronto,MAIN+STREET+STATION,2681291
87+Pembroke+St+Toronto,MAIN+STREET+STATION,2681547
101+Ontario+Street+Toronto,MAIN+STREET+STATION,2681420
2808+Dundas+St+W+Toronto,MAIN+STREET+STATION,2676292
723+Queen+Street+West+Toronto,MAIN+STREET+STATION,2678846
107+Jarvis+Street+Toronto,MAIN+STREET+STATION,2681116
Sherbourne+Street+Toronto,MAIN+STREET+STATION,2681633
29+Leslie+Street+Toronto,MAIN+STREET+STATION,2683855
2671+Islington+Avenue+Toronto,MAIN+STREET+STATION,2673714
502+Spadina+Ave.+Toronto,MAIN+STREET+STATION,2679810
191+Spadina+Road+Toronto,MAIN+STREET+STATION,2679881
95+Wellesley+St.+E.+Toronto,MAIN+STREET+STATION,2681201
23+Grange+Road+Toronto,MAIN+STREET+STATION,2680043
875+Queen+St+E+Toronto,MAIN+STREET+STATION,2682895
7+Vanauley+Street+Toronto,MAIN+STREET+STATION,2679368
21+Walmer+Rd.+Toronto,MAIN+STREET+STATION,2679408
80+Woodlawn+Ave.+East+Toronto,MAIN+STREET+STATION,2681259
6+Warrendale+Court+Etobicoke,MAIN+STREET+STATION,2672783
348+Davenport+Rd.+Toronto,MAIN+STREET+STATION,2680226
167+College+Street+Toronto,MAIN+STREET+STATION,2680202
702+Kennedy+Road+Scarborough,MAIN+STREET+STATION,2691204
265+Queens+Drive+Toronto,MAIN+STREET+STATION,2676665
248+Dufferin+Street+Toronto,MAIN+STREET+STATION,2677565
177+Caledonia+Rd+Toronto,MAIN+STREET+STATION,2678209
747+Warden+Ave+Toronto,MAIN+STREET+STATION,2688840
100+Lippincott+Street+Toronto,MCCOWAN+STATION,16562
973+Lansdowne+Avenue+Toronto,MCCOWAN+STATION,18044
43+Christie+Street+Toronto,MCCOWAN+STATION,16618
1229+Ellesmere+Road+Toronto,MCCOWAN+STATION,1297
1651+Sheppard+Ave+West+Toronto,MCCOWAN+STATION,16584
4222+Kingston+Road+Toronto,MCCOWAN+STATION,4654
38+Bathrust+St+Toronto,MCCOWAN+STATION,17229
291+Sherbourne+Street+Toronto,MCCOWAN+STATION,14553
3306+Kingston+Road+Toronto,MCCOWAN+STATION,4638
339+George+Street+Toronto,MCCOWAN+STATION,14759
129+Peter+St+Toronto,MCCOWAN+STATION,16358
674+Dundas+St.+W+Toronto,MCCOWAN+STATION,16811
616+Vaughan+Road+Toronto+Toronto,MCCOWAN+STATION,15600
20+Gerrard+Street+East+Toronto,MCCOWAN+STATION,15076
2714+Danforth+Avenue+Toronto,MCCOWAN+STATION,8825
349+George+Street+Toronto,MCCOWAN+STATION,14706
60+Brant+Street+Toronto,MCCOWAN+STATION,16767
360+Lesmill+Road+North+York,MCCOWAN+STATION,7800
25+Canterbury+Place+North+York,MCCOWAN+STATION,11851
"490+Sherbourne+Street,+2nd+floor+Toronto",MCCOWAN+STATION,14074
512+Jarvis+St.+Toronto,MCCOWAN+STATION,14232
86+Lombard+St.+Toronto,MCCOWAN+STATION,15217
1161+Caledonia+Road+Toronto,MCCOWAN+STATION,15225
412+Queen+Street+East+Toronto,MCCOWAN+STATION,14340
702+Kennedy+Rd+Toronto,MCCOWAN+STATION,5036
1322+Bloor+Street+West+Toronto,MCCOWAN+STATION,18062
3576+St.+Clair+Avenue+East+Scarborough,MCCOWAN+STATION,5240
805A+Wellington+Street+W+Toronto,MCCOWAN+STATION,17664
422+Gilbert+Avenue+Toronto,MCCOWAN+STATION,16852
1076+Pape+Avenue+Toronto,MCCOWAN+STATION,11294
14+Vaughan+Road+Toronto,MCCOWAN+STATION,15307
558+Bathurst+Street+Toronto,MCCOWAN+STATION,16550
126+Pape+Avenue+Toronto,MCCOWAN+STATION,12882
60+Newcastle+Street+Toronto,MCCOWAN+STATION,23937
70+Gerrard+St.+E.+Toronto,MCCOWAN+STATION,14869
3410+Bayview+Avenue+Toronto,MCCOWAN+STATION,11486
525+Bloor+Street+East+Toronto,MCCOWAN+STATION,13709
87+Pembroke+St+Toronto,MCCOWAN+STATION,14736
101+Ontario+Street+Toronto,MCCOWAN+STATION,14679
2808+Dundas+St+W+Toronto,MCCOWAN+STATION,18976
723+Queen+Street+West+Toronto,MCCOWAN+STATION,17112
107+Jarvis+Street+Toronto,MCCOWAN+STATION,15143
Sherbourne+Street+Toronto,MCCOWAN+STATION,14484
29+Leslie+Street+Toronto,MCCOWAN+STATION,12378
2671+Islington+Avenue+Toronto,MCCOWAN+STATION,21590
502+Spadina+Ave.+Toronto,MCCOWAN+STATION,16161
191+Spadina+Road+Toronto,MCCOWAN+STATION,15594
95+Wellesley+St.+E.+Toronto,MCCOWAN+STATION,14431
23+Grange+Road+Toronto,MCCOWAN+STATION,16258
875+Queen+St+E+Toronto,MCCOWAN+STATION,13121
7+Vanauley+Street+Toronto,MCCOWAN+STATION,16641
21+Walmer+Rd.+Toronto,MCCOWAN+STATION,15786
80+Woodlawn+Ave.+East+Toronto,MCCOWAN+STATION,14033
6+Warrendale+Court+Etobicoke,MCCOWAN+STATION,22636
348+Davenport+Rd.+Toronto,MCCOWAN+STATION,15520
167+College+Street+Toronto,MCCOWAN+STATION,15704
702+Kennedy+Road+Scarborough,MCCOWAN+STATION,5036
265+Queens+Drive+Toronto,MCCOWAN+STATION,17781
248+Dufferin+Street+Toronto,MCCOWAN+STATION,18660
177+Caledonia+Rd+Toronto,MCCOWAN+STATION,17433
747+Warden+Ave+Toronto,MCCOWAN+STATION,6593
100+Lippincott+Street+Toronto,MIDLAND+STATION,15592
973+Lansdowne+Avenue+Toronto,MIDLAND+STATION,16731
43+Christie+Street+Toronto,MIDLAND+STATION,15648
1229+Ellesmere+Road+Toronto,MIDLAND+STATION,442
1651+Sheppard+Ave+West+Toronto,MIDLAND+STATION,15257
4222+Kingston+Road+Toronto,MIDLAND+STATION,5933
38+Bathrust+St+Toronto,MIDLAND+STATION,16743
291+Sherbourne+Street+Toronto,MIDLAND+STATION,13751
3306+Kingston+Road+Toronto,MIDLAND+STATION,5482
339+George+Street+Toronto,MIDLAND+STATION,13895
129+Peter+St+Toronto,MIDLAND+STATION,15872
674+Dundas+St.+W+Toronto,MIDLAND+STATION,15938
616+Vaughan+Road+Toronto+Toronto,MIDLAND+STATION,14287
20+Gerrard+Street+East+Toronto,MIDLAND+STATION,14204
2714+Danforth+Avenue+Toronto,MIDLAND+STATION,8339
349+George+Street+Toronto,MIDLAND+STATION,13842
60+Brant+Street+Toronto,MIDLAND+STATION,16281
360+Lesmill+Road+North+York,MIDLAND+STATION,6473
25+Canterbury+Place+North+York,MIDLAND+STATION,10479
"490+Sherbourne+Street,+2nd+floor+Toronto",MIDLAND+STATION,13104
512+Jarvis+St.+Toronto,MIDLAND+STATION,13262
86+Lombard+St.+Toronto,MIDLAND+STATION,14731
1161+Caledonia+Road+Toronto,MIDLAND+STATION,13898
412+Queen+Street+East+Toronto,MIDLAND+STATION,13853
702+Kennedy+Rd+Toronto,MIDLAND+STATION,4131
1322+Bloor+Street+West+Toronto,MIDLAND+STATION,17092
3576+St.+Clair+Avenue+East+Scarborough,MIDLAND+STATION,4754
805A+Wellington+Street+W+Toronto,MIDLAND+STATION,17178
422+Gilbert+Avenue+Toronto,MIDLAND+STATION,15538
1076+Pape+Avenue+Toronto,MIDLAND+STATION,10168
14+Vaughan+Road+Toronto,MIDLAND+STATION,13994
558+Bathurst+Street+Toronto,MIDLAND+STATION,15580
126+Pape+Avenue+Toronto,MIDLAND+STATION,12396
60+Newcastle+Street+Toronto,MIDLAND+STATION,22966
70+Gerrard+St.+E.+Toronto,MIDLAND+STATION,13997
3410+Bayview+Avenue+Toronto,MIDLAND+STATION,10114
525+Bloor+Street+East+Toronto,MIDLAND+STATION,12739
87+Pembroke+St+Toronto,MIDLAND+STATION,13913
101+Ontario+Street+Toronto,MIDLAND+STATION,14193
2808+Dundas+St+W+Toronto,MIDLAND+STATION,17663
723+Queen+Street+West+Toronto,MIDLAND+STATION,16625
107+Jarvis+Street+Toronto,MIDLAND+STATION,14657
Sherbourne+Street+Toronto,MIDLAND+STATION,13695
29+Leslie+Street+Toronto,MIDLAND+STATION,11891
2671+Islington+Avenue+Toronto,MIDLAND+STATION,20263
502+Spadina+Ave.+Toronto,MIDLAND+STATION,15191
191+Spadina+Road+Toronto,MIDLAND+STATION,14281
95+Wellesley+St.+E.+Toronto,MIDLAND+STATION,13461
23+Grange+Road+Toronto,MIDLAND+STATION,15373
875+Queen+St+E+Toronto,MIDLAND+STATION,12635
7+Vanauley+Street+Toronto,MIDLAND+STATION,16155
21+Walmer+Rd.+Toronto,MIDLAND+STATION,14816
80+Woodlawn+Ave.+East+Toronto,MIDLAND+STATION,12720
6+Warrendale+Court+Etobicoke,MIDLAND+STATION,21309
348+Davenport+Rd.+Toronto,MIDLAND+STATION,13957
167+College+Street+Toronto,MIDLAND+STATION,14734
702+Kennedy+Road+Scarborough,MIDLAND+STATION,4131
265+Queens+Drive+Toronto,MIDLAND+STATION,16454
248+Dufferin+Street+Toronto,MIDLAND+STATION,18174
177+Caledonia+Rd+Toronto,MIDLAND+STATION,16120
747+Warden+Ave+Toronto,MIDLAND+STATION,5688
100+Lippincott+Street+Toronto,MUSEUM+STATION,1800988
973+Lansdowne+Avenue+Toronto,MUSEUM+STATION,1798951
43+Christie+Street+Toronto,MUSEUM+STATION,1800097
1229+Ellesmere+Road+Toronto,MUSEUM+STATION,1814393
1651+Sheppard+Ave+West+Toronto,MUSEUM+STATION,1849918
4222+Kingston+Road+Toronto,MUSEUM+STATION,1816442
38+Bathrust+St+Toronto,MUSEUM+STATION,1800699
291+Sherbourne+Street+Toronto,MUSEUM+STATION,1803212
3306+Kingston+Road+Toronto,MUSEUM+STATION,1813594
339+George+Street+Toronto,MUSEUM+STATION,1803070
129+Peter+St+Toronto,MUSEUM+STATION,1801265
674+Dundas+St.+W+Toronto,MUSEUM+STATION,1800975
616+Vaughan+Road+Toronto+Toronto,MUSEUM+STATION,1800678
20+Gerrard+Street+East+Toronto,MUSEUM+STATION,1802625
2714+Danforth+Avenue+Toronto,MUSEUM+STATION,1807552
349+George+Street+Toronto,MUSEUM+STATION,1803117
60+Brant+Street+Toronto,MUSEUM+STATION,1800967
360+Lesmill+Road+North+York,MUSEUM+STATION,1810588
25+Canterbury+Place+North+York,MUSEUM+STATION,1854394
"490+Sherbourne+Street,+2nd+floor+Toronto",MUSEUM+STATION,1803035
512+Jarvis+St.+Toronto,MUSEUM+STATION,1802730
86+Lombard+St.+Toronto,MUSEUM+STATION,1802572
1161+Caledonia+Road+Toronto,MUSEUM+STATION,1801481
412+Queen+Street+East+Toronto,MUSEUM+STATION,1803222
702+Kennedy+Rd+Toronto,MUSEUM+STATION,1811911
1322+Bloor+Street+West+Toronto,MUSEUM+STATION,1798423
3576+St.+Clair+Avenue+East+Scarborough,MUSEUM+STATION,1811197
805A+Wellington+Street+W+Toronto,MUSEUM+STATION,1800093
422+Gilbert+Avenue+Toronto,MUSEUM+STATION,1799536
1076+Pape+Avenue+Toronto,MUSEUM+STATION,1805295
14+Vaughan+Road+Toronto,MUSEUM+STATION,1800738
558+Bathurst+Street+Toronto,MUSEUM+STATION,1801017
126+Pape+Avenue+Toronto,MUSEUM+STATION,1804913
60+Newcastle+Street+Toronto,MUSEUM+STATION,1794134
70+Gerrard+St.+E.+Toronto,MUSEUM+STATION,1802837
3410+Bayview+Avenue+Toronto,MUSEUM+STATION,1855569
525+Bloor+Street+East+Toronto,MUSEUM+STATION,1802829
87+Pembroke+St+Toronto,MUSEUM+STATION,1803085
101+Ontario+Street+Toronto,MUSEUM+STATION,1802958
2808+Dundas+St+W+Toronto,MUSEUM+STATION,1797830
723+Queen+Street+West+Toronto,MUSEUM+STATION,1800384
107+Jarvis+Street+Toronto,MUSEUM+STATION,1802654
Sherbourne+Street+Toronto,MUSEUM+STATION,1803172
29+Leslie+Street+Toronto,MUSEUM+STATION,1805393
2671+Islington+Avenue+Toronto,MUSEUM+STATION,1844759
502+Spadina+Ave.+Toronto,MUSEUM+STATION,1801349
191+Spadina+Road+Toronto,MUSEUM+STATION,1801419
95+Wellesley+St.+E.+Toronto,MUSEUM+STATION,1802739
23+Grange+Road+Toronto,MUSEUM+STATION,1801582
875+Queen+St+E+Toronto,MUSEUM+STATION,1804433
7+Vanauley+Street+Toronto,MUSEUM+STATION,1800906
21+Walmer+Rd.+Toronto,MUSEUM+STATION,1800946
80+Woodlawn+Ave.+East+Toronto,MUSEUM+STATION,1802797
6+Warrendale+Court+Etobicoke,MUSEUM+STATION,1843828
348+Davenport+Rd.+Toronto,MUSEUM+STATION,1801764
167+College+Street+Toronto,MUSEUM+STATION,1801740
702+Kennedy+Road+Scarborough,MUSEUM+STATION,1811911
265+Queens+Drive+Toronto,MUSEUM+STATION,1799515
248+Dufferin+Street+Toronto,MUSEUM+STATION,1799103
177+Caledonia+Rd+Toronto,MUSEUM+STATION,1798869
747+Warden+Ave+Toronto,MUSEUM+STATION,1810378
100+Lippincott+Street+Toronto,NORTH+YORK+CTR+STATION,10804
973+Lansdowne+Avenue+Toronto,NORTH+YORK+CTR+STATION,11389
43+Christie+Street+Toronto,NORTH+YORK+CTR+STATION,10523
1229+Ellesmere+Road+Toronto,NORTH+YORK+CTR+STATION,10470
1651+Sheppard+Ave+West+Toronto,NORTH+YORK+CTR+STATION,6689
4222+Kingston+Road+Toronto,NORTH+YORK+CTR+STATION,16069
38+Bathrust+St+Toronto,NORTH+YORK+CTR+STATION,12358
291+Sherbourne+Street+Toronto,NORTH+YORK+CTR+STATION,10250
3306+Kingston+Road+Toronto,NORTH+YORK+CTR+STATION,15266
339+George+Street+Toronto,NORTH+YORK+CTR+STATION,10359
129+Peter+St+Toronto,NORTH+YORK+CTR+STATION,11281
674+Dundas+St.+W+Toronto,NORTH+YORK+CTR+STATION,11293
616+Vaughan+Road+Toronto+Toronto,NORTH+YORK+CTR+STATION,8512
20+Gerrard+Street+East+Toronto,NORTH+YORK+CTR+STATION,9892
2714+Danforth+Avenue+Toronto,NORTH+YORK+CTR+STATION,12405
349+George+Street+Toronto,NORTH+YORK+CTR+STATION,10306
60+Brant+Street+Toronto,NORTH+YORK+CTR+STATION,11642
360+Lesmill+Road+North+York,NORTH+YORK+CTR+STATION,4242
25+Canterbury+Place+North+York,NORTH+YORK+CTR+STATION,431
"490+Sherbourne+Street,+2nd+floor+Toronto",NORTH+YORK+CTR+STATION,9573
512+Jarvis+St.+Toronto,NORTH+YORK+CTR+STATION,9479
86+Lombard+St.+Toronto,NORTH+YORK+CTR+STATION,10845
1161+Caledonia+Road+Toronto,NORTH+YORK+CTR+STATION,7154
412+Queen+Street+East+Toronto,NORTH+YORK+CTR+STATION,11149
702+Kennedy+Rd+Toronto,NORTH+YORK+CTR+STATION,12661
1322+Bloor+Street+West+Toronto,NORTH+YORK+CTR+STATION,12158
3576+St.+Clair+Avenue+East+Scarborough,NORTH+YORK+CTR+STATION,13819
805A+Wellington+Street+W+Toronto,NORTH+YORK+CTR+STATION,12747
422+Gilbert+Avenue+Toronto,NORTH+YORK+CTR+STATION,9540
1076+Pape+Avenue+Toronto,NORTH+YORK+CTR+STATION,9468
14+Vaughan+Road+Toronto,NORTH+YORK+CTR+STATION,8712
558+Bathurst+Street+Toronto,NORTH+YORK+CTR+STATION,10795
126+Pape+Avenue+Toronto,NORTH+YORK+CTR+STATION,12214
60+Newcastle+Street+Toronto,NORTH+YORK+CTR+STATION,18045
70+Gerrard+St.+E.+Toronto,NORTH+YORK+CTR+STATION,10019
3410+Bayview+Avenue+Toronto,NORTH+YORK+CTR+STATION,3480
525+Bloor+Street+East+Toronto,NORTH+YORK+CTR+STATION,9359
87+Pembroke+St+Toronto,NORTH+YORK+CTR+STATION,10463
101+Ontario+Street+Toronto,NORTH+YORK+CTR+STATION,10991
2808+Dundas+St+W+Toronto,NORTH+YORK+CTR+STATION,12109
723+Queen+Street+West+Toronto,NORTH+YORK+CTR+STATION,11971
107+Jarvis+Street+Toronto,NORTH+YORK+CTR+STATION,10917
Sherbourne+Street+Toronto,NORTH+YORK+CTR+STATION,10172
29+Leslie+Street+Toronto,NORTH+YORK+CTR+STATION,12642
2671+Islington+Avenue+Toronto,NORTH+YORK+CTR+STATION,10995
502+Spadina+Ave.+Toronto,NORTH+YORK+CTR+STATION,10510
191+Spadina+Road+Toronto,NORTH+YORK+CTR+STATION,9135
95+Wellesley+St.+E.+Toronto,NORTH+YORK+CTR+STATION,9560
23+Grange+Road+Toronto,NORTH+YORK+CTR+STATION,10862
875+Queen+St+E+Toronto,NORTH+YORK+CTR+STATION,12239
7+Vanauley+Street+Toronto,NORTH+YORK+CTR+STATION,11424
21+Walmer+Rd.+Toronto,NORTH+YORK+CTR+STATION,9712
80+Woodlawn+Ave.+East+Toronto,NORTH+YORK+CTR+STATION,7755
6+Warrendale+Court+Etobicoke,NORTH+YORK+CTR+STATION,11964
348+Davenport+Rd.+Toronto,NORTH+YORK+CTR+STATION,8811
167+College+Street+Toronto,NORTH+YORK+CTR+STATION,10237
702+Kennedy+Road+Scarborough,NORTH+YORK+CTR+STATION,12661
265+Queens+Drive+Toronto,NORTH+YORK+CTR+STATION,9565
248+Dufferin+Street+Toronto,NORTH+YORK+CTR+STATION,13575
177+Caledonia+Rd+Toronto,NORTH+YORK+CTR+STATION,10217
747+Warden+Ave+Toronto,NORTH+YORK+CTR+STATION,11882
100+Lippincott+Street+Toronto,OLD+MILL+STATION,5961
973+Lansdowne+Avenue+Toronto,OLD+MILL+STATION,4014
43+Christie+Street+Toronto,OLD+MILL+STATION,4995
1229+Ellesmere+Road+Toronto,OLD+MILL+STATION,20172
1651+Sheppard+Ave+West+Toronto,OLD+MILL+STATION,9481
4222+Kingston+Road+Toronto,OLD+MILL+STATION,21340
38+Bathrust+St+Toronto,OLD+MILL+STATION,6535
291+Sherbourne+Street+Toronto,OLD+MILL+STATION,8233
3306+Kingston+Road+Toronto,OLD+MILL+STATION,18492
